Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
206,Uriah Hall,Antonio Carlos Junior,230,-270,Red,Ariane Lipski,Luana Carolina,-125,100,Red,80,100
207,Misha Cirkunov,Jimmy Crute,-105,-115,Red,Alexandre Pantoja,Askar Askarov,-210,165,Blue,47.61904762,165
208,Marcin Tybura,Augusto Sakai,105,-125,Blue,Roman Dolidze,Khadis Ibragimov,-167,135,Red,59.88023952,135
209,Cole Smith,Miles Johns,115,-135,Blue,Grant Dawson,Nad Narimani,-250,195,Red,40,195
210,Brad Katona,Hunter Azure,-130,110,Blue,Joe Duffy,Joel Alvarez,-335,250,Blue,29.85074627,250
211,Chas Skelly,Jordan Griffin,145,-160,Red,Brett Johns,Montel Jackson,170,-215,Red,170,46.51162791
212,Louis Smolka,Ryan MacDonald,-230,190,Red,Malcolm Gordon,Amir Albazi,135,-167,Blue,135,59.88023952
213,Kyle Prepolec,Austin Hubbard,120,-140,Blue,Davi Ramos,Arman Tsarukyan,160,-200,Blue,160,50
214,Brandon Moreno,Askar Askarov,135,-155,Draw,Carlos Felipe,Serghei Spivac,140,-177,Blue,140,56.49717514
215,Carla Esparza,Alexa Grasso,125,-145,Red,Calvin Kattar,Dan Ige,-286,220,Red,29.85074627,245
216,Irene Aldana,Vanessa Melo,-525,415,Red,Tim Elliott,Ryan Benoit,-141,112,Red,80,100
217,Martin Bravo,Steven Peterson,-145,125,Blue,Jimmie Rivera,Cody Stamann,-141,112,Red,70.92198582,112
218,Jose Quinonez,Carlos Huachin,-150,130,Red,Molly McCann,Taila Santos,-152,120,Blue,80,100
219,Marco Polo Reyes,Kyle Nelson,-105,-115,Blue,Abdul Razak Alhassan,Mounir Lazzez,-345,260,Blue,28.98550725,260
220,Ariane Carnelossi,Angela Hill,-115,-105,Blue,John Phillips,Khamzat Chimaev,271,-375,Blue,260,28.98550725
221,Sergio Pettis,Tyson Nam,-300,250,Red,Ricardo Ramos,Lerone Murphy,-162,130,Blue,61.72839506,130
222,Vinicius Moreira,Paul Craig,100,-120,Blue,Modestas Bukauskas,Andreas Michailidis,-177,140,Red,47.61904762,165
223,Sijara Eubanks,Bethe Correia,-290,245,Blue,Jared Gordon,Chris Fishgold,-143,115,Red,66.66666667,120
224,Caludio Puelles,Marcos Mariano,-400,325,Red,Diana Belbita,Liana Jojua,-195,155,Blue,59.88023952,135
225,Jack Hermansson,Jared Cannonier,-275,235,Blue,Jack Shore,Aaron Phillips,-715,475,Red,13.98601399,475
226,Mark Madsen,Danilo Belluardo,-600,450,Red,Kamaru Usman,Jorge Masvidal,-240,190,Red,41.66666667,190
227,Gunnar Nelson,Gilbert Burns,-105,-115,Blue,Alexander Volkanovski,Max Holloway,-210,170,Red,47.61904762,170
228,Ion Cutelaba,Khalil Rountree Jr.,-105,-115,Red,Petr Yan,Jose Aldo,-215,175,Red,46.51162791,175
229,Michal Oleksiejczuk,Ovince Saint Preux,-290,245,Blue,Jessica Andrade,Rose Namajunas,175,-215,Blue,175,46.51162791
230,Nicolas Dalby,Alex Oliveira,135,-155,Red,Amanda Ribas,Paige VanZant,-770,500,Red,12.98701299,500
231,Alen Amedovski,John Phillips,-130,110,Blue,Volkan Oezdemir,Jiri Prochazka,-159,129,Blue,62.89308176,129
232,Alessio Di Chirico,Makhmud Muradov,145,-165,Blue,Elizeu Zaleski dos Santos,Muslim Salikhov,108,-134,Blue,108,74.62686567
233,Siyar Bahadurzada,Ismail Naurdiev,190,-230,Blue,Makwan Amirkhani,Danny Henry,-215,170,Red,46.51162791,170
234,Brandon Davis,Giga Chikadze,-155,135,Blue,Leonardo Santos,Roman Bogatov,-177,145,Red,56.49717514,145
235,Macy Chiasson,Lina Lansberg,-430,345,Blue,Marcin Tybura,Maxim Grishin,-112,-112,Red,89.28571429,89.28571429
236,Marc Diakiese,Lando Vannata,-165,145,Red,Raulian Paiva,Zhalgas Zhamagulov,-180,142,Red,55.55555556,142
237,Jack Shore,Nohelin Hernandez,-235,195,Red,Karol Rosa,Vanessa Melo,-250,195,Red,40,195
238,Robert Whittaker,Israel Adesanya,110,-130,Blue,Martin Day,Davey Grant,-162,130,Blue,61.72839506,130
239,Al Iaquinta,Dan Hooker,115,-135,Blue,Dustin Poirier,Dan Hooker,-225,180,Red,44.44444444,180
240,Tai Tuivasa,Serghei Spivac,-330,270,Blue,Mike Perry,Mickey Gall,-315,235,Red,31.74603175,235
241,Luke Jumeau,Dhiego Lima,120,-140,Blue,Brendan Allen,Kyle Daukaus,-305,235,Red,32.78688525,235
242,Justin Tafa,Yorgan De Castro,-105,-115,Blue,Gian Villante,Maurice Greene,180,-230,Blue,180,43.47826087
243,Jake Matthews,Rostem Akman,-470,375,Red,Luis Pena,Khama Worthy,-250,195,Blue,40,195
244,Callan Potter,Maki Pitolo,325,-400,Red,Mara Romero Borella,Miranda Maverick,230,-305,Red,230,32.78688525
245,Brad Riddell,Jamie Mullarkey,-165,145,Red,Philipe Lins,Tanner Boser,-112,-112,Blue,89.28571429,89.28571429
246,Megan Anderson,Zarah Fairn,-420,335,Red,Sean Woodson,Julian Erosa,-455,325,Blue,21.97802198,325
247,Nadia Kassem,Ji Yeon Kim,155,-175,Blue,Takashi Sato,Jason Witt,-278,215,Red,35.97122302,215
248,Khalid Taha,Bruno Silva,-220,180,Red,Kay Hansen,Jinh Yu Frey,-175,138,Red,57.14285714,138
249,Curtis Blaydes,Junior Dos Santos,-280,240,Red,Jordan Griffin,Youssef Zalal,-106,-114,Blue,94.33962264,87.71929825
250,Rafael Dos Anjos,Michael Chiesa,-225,185,Blue,Curtis Blaydes,Alexander Volkov,-400,325,Red,25,325
251,Jordan Espinosa,Alex Perez,210,-250,Blue,Josh Emmett,Shane Burgos,120,-140,Red,120,71.42857143
252,Hannah Cifers,Angela Hill,180,-220,Blue,Raquel Pennington,Marion Reneau,-160,140,Red,62.5,140
253,Jamahal Hill,Darko Stosic,-135,115,Red,Belal Muhammad,Lyman Good,-130,110,Red,76.92307692,110
254,Bevon Lewis,Dequan Townsend,-370,310,Red,Jim Miller,Roosevelt Roberts,200,-240,Red,200,41.66666667
255,Arnold Allen,Nik Lentz,-235,195,Red,Clay Guida,Bobby Green,195,-235,Blue,195,42.55319149
256,Justine Kish,Luci Pudilova,150,-170,Red,Tecia Torres,Brianna Van Buren,175,-210,Red,175,47.61904762
257,Montel Jackson,Felipe Colares,-700,500,Red,Marc-Andre Barriault,Oskar Piechota,100,-120,Red,100,83.33333333
258,Sara McMann,Lina Lansberg,-125,105,Red,Cortney Casey,Gillian Robertson,100,-120,Blue,100,83.33333333
259,Brett Johns,Tony Gravely,-130,110,Red,Frank Camacho,Justin Jaynes,-340,280,Blue,29.41176471,280
260,Herbert Burns,Nate Landwehr,100,-120,Red,Roxanne Modafferi,Lauren Murphy,-125,105,Blue,80,105
261,Joanna Jedrzejczyk,Michelle Waterson,-300,250,Red,Austin Hubbard,Max Rohskopf,160,-185,Red,160,54.05405405
262,Cub Swanson,Kron Gracie,155,-175,Red,Jessica Eye,Cynthia Calvillo,120,-130,Blue,120,76.92307692
263,Niko Price,James Vick,-145,125,Red,Karl Roberson,Marvin Vettori,210,-230,Blue,210,43.47826087
264,Mackenzie Dern,Amanda Ribas,-185,160,Blue,Charles Rosa,Kevin Aguilar,170,-185,Red,170,54.05405405
265,Matt Frevola,Luis Pena,130,-150,Red,Andre Fili,Charles Jourdain,-220,200,Red,45.45454545,200
266,Eryk Anders,Gerald Meerschaert,-140,120,Red,Jordan Espinosa,Mark De La Rosa,-167,157,Red,59.88023952,157
267,Ryan Spann,Devin Clark,-175,155,Red,Mariya Agapova,Hannah Cifers,-335,305,Red,29.85074627,305
268,Mike Davis,Thomas Gifford,-290,245,Red,Merab Dvalishvili,Gustavo Lopez,-800,635,Red,12.5,635
269,Max Griffin,Alex Morono,-145,125,Blue,Julia Avila,Gina Mazany,-575,485,Red,17.39130435,485
270,Deiveson Figueiredo,Tim Elliott,-175,155,Red,Tyson Nam,Zarrukh Adashev,-135,125,Red,74.07407407,125
271,Marlon Vera,Andre Ewell,-140,120,Red,Anthony Ivy,Christian Aguilera,-185,170,Blue,54.05405405,170
272,Miguel Baeza,Hector Aldana,-250,210,Red,Amanda Nunes,Felicia Spencer,-600,450,Red,16.66666667,450
273,Marvin Vettori,Andrew Sanchez,-370,310,Red,Raphael Assuncao,Cody Garbrandt,120,-140,Blue,120,71.42857143
274,JJ Aldrich,Lauren Mueller,-150,130,Red,Aljamain Sterling,Cory Sandhagen,-115,-105,Red,86.95652174,95.23809524
275,Yair Rodriguez,Jeremy Stephens,-140,120,Red,Neil Magny,Anthony Rocco Martin,-135,115,Red,74.07407407,115
276,Dominick Reyes,Chris Weidman,-200,170,Red,Eddie Wineland,Sean O'Malley,400,-500,Blue,400,20
277,Joe Lauzon,Jonathan Pearce,170,-200,Red,Alex Caceres,Chase Hooper,168,-195,Red,168,51.28205128
278,Maycee Barber,Gillian Robertson,-170,150,Red,Ian Heinisch,Gerald Meerschaert,-130,110,Red,76.92307692,110
279,Deron Winn,Darren Stewart,-115,-105,Blue,Cody Stamann,Brian Kelleher,-250,210,Red,40,210
280,Charles Rosa,Manny Bermudez,160,-185,Red,Charles Byrd,Maki Pitolo,-175,155,Blue,57.14285714,155
281,Molly McCann,Diana Belbita,-640,470,Red,Jussier Formiga,Alex Perez,115,-135,Blue,115,74.07407407
282,Kyle Bochniak,Sean Woodson,-115,-105,Blue,Alonzo Menifield,Devin Clark,-225,185,Blue,44.44444444,185
283,Randy Costa,Boston Salmon,130,-150,Red,Evan Dunham,Herbert Burns,185,-225,Blue,185,44.44444444
284,Court McGee,Sean Brady,150,-170,Blue,Tyron Woodley,Gilbert Burns,-170,150,Blue,58.82352941,150
285,Brendan Allen,Kevin Holland,135,-155,Red,Blagoy Ivanov,Augusto Sakai,-105,-115,Blue,95.23809524,86.95652174
286,Daniel Spitz,Tanner Boser,125,-145,Blue,Billy Quarantillo,Spike Carlyle,-130,110,Red,76.92307692,110
287,Demian Maia,Ben Askren,140,-160,Red,Roosevelt Roberts,Brok Weaver,-360,300,Red,27.77777778,300
288,Michael Johnson,Stevie Ray,-275,235,Blue,Mackenzie Dern,Hannah Cifers,-420,335,Red,23.80952381,335
289,Frank Camacho,Beneil Dariush,160,-185,Blue,Katlyn Chookagian,Antonina Shevchenko,110,-130,Red,110,76.92307692
290,Ciryl Gane,Don'tale Mayes,-325,265,Red,Daniel Rodriguez,Gabe Green,-335,275,Red,29.85074627,275
291,Muslim Salikhov,Laureano Staropoli,-165,145,Red,Jamahal Hill,Klidson Abreu,-117,-103,Red,85.47008547,97.08737864
292,Randa Markos,Ashley Yoder,-150,130,Red,Tim Elliott,Brandon Royval,-162,142,Blue,61.72839506,142
293,Alex White,Rafael Fiziev,165,-190,Blue,Louis Smolka,Casey Kenney,230,-270,Blue,230,37.03703704
294,Enrique Barzola,Movsar Evloev,170,-200,Blue,Chris Gutierrez,Vince Morales,-110,-110,Red,90.90909091,90.90909091
295,Maurice Greene,Sergei Pavlovich,200,-240,Blue,Alistair Overeem,Walt Harris,135,-155,Red,135,64.51612903
296,Loma Lookboonmee,Alexandra Albu,-135,115,Red,Claudia Gadelha,Angela Hill,-255,215,Red,39.21568627,215
297,Raphael Pessoa Nunes,Jeff Hughes,205,-245,Red,Dan Ige,Edson Barboza,112,-132,Red,112,75.75757576
298,Conor McGregor,Donald Cerrone,-305,275,Red,Krzysztof Jotko,Eryk Anders,-105,-105,Red,95.23809524,95.23809524
299,Holly Holm,Raquel Pennington,-125,105,Red,Song Yadong,Marlon Vera,-200,170,Red,50,170
300,Aleksei Oleinik,Maurice Greene,110,-120,Red,Miguel Baeza,Matt Brown,-155,-155,Red,64.51612903,64.51612903
301,Anthony Pettis,Diego Ferreira,200,-220,Blue,Kevin Holland,Anthony Hernandez,-110,-110,Red,90.90909091,90.90909091
302,Roxanne Modafferi,Maycee Barber,655,-830,Red,Giga Chikadze,Irwin Rivera,-420,335,Red,23.80952381,335
303,Andre Fili,Sodiq Yusuff,125,-135,Blue,Nate Landwehr,Darren Elkins,100,-120,Red,100,83.33333333
304,Drew Dober,Nasrat Haqparast,290,-320,Red,Cortney Casey,Mara Romero Borella,-185,160,Red,54.05405405,160
305,Aleksa Camur,Justin Ledet,-115,105,Red,Rodrigo Nascimento,Don'Tale Mayes,-115,-105,Red,86.95652174,95.23809524
306,Tim Elliott,Askar Askarov,130,-140,Blue,Anthony Smith,Glover Teixeira,-175,155,Blue,57.14285714,155
307,Brian Kelleher,Ode Obsourne,125,-135,Red,Ben Rothwell,Ovince Saint Preux,112,-132,Red,112,75.75757576
308,Sabina Mazo,JJ Aldrich,-105,-105,Red,Alexander Hernandez,Drew Dober,100,-120,Blue,100,83.33333333
309,Jorge Masvidal,Nate Diaz,-155,135,Red,Ricky Simon,Ray Borg,-170,150,Red,58.82352941,150
310,Kelvin Gastelum,Darren Till,-200,170,Blue,Andrei Arlovski,Philipe Lins,130,-150,Red,130,66.66666667
311,Stephen Thompson,Vicente Luque,-115,-105,Red,Michael Johnson,Thiago Moises,-110,-110,Blue,90.90909091,90.90909091
312,Derrick Lewis,Blagoy Ivanov,-115,-105,Red,Sijara Eubanks,Sarah Moras,-370,310,Red,27.02702703,310
313,Kevin Lee,Gregor Gillespie,150,-170,Red,Gabriel Benitez,Omar Morales,160,-185,Blue,160,54.05405405
314,Corey Anderson,Johnny Walker,155,-175,Red,Hunter Azure,Brian Kelleher,-200,170,Blue,50,170
315,Shane Burgos,Makwan Amirkhani,-220,180,Red,Chase Sherman,Ike Villanueva,-160,140,Red,62.5,140
316,Brad Tavares,Edmen Shahbazyan,160,-185,Blue,Vicente Luque,Niko Price,-290,245,Red,34.48275862,245
317,Andrei Arlovski,Jairzinho Rozenstruik,140,-160,Blue,Bryce Mitchell,Charles Rosa,-155,135,Red,64.51612903,135
318,Katlyn Chookagian,Jennifer Maia,-135,115,Red,Ryan Spann,Sam Alvey,-420,335,Red,23.80952381,335
319,Lyman Good,Chance Rencountre,-115,-105,Red,Anthony Pettis,Donald Cerrone,-135,115,Red,74.07407407,115
320,Julio Arce,Hakeem Dawodu,-110,-110,Blue,Aleksei Oleinik,Fabricio Werdum,270,-330,Red,270,30.3030303
321,Zabit Magomedsharipov,Calvin Kattar,-275,235,Red,Carla Esparza,Michelle Waterson,-155,135,Red,64.51612903,135
322,Alekander Volkov,Greg Hardy,-270,230,Red,Uriah Hall,Jacare Souza,115,-135,Red,115,74.07407407
323,Zelim Imadaev,Danny Roberts,-240,200,Blue,Tony Ferguson,Justin Gaethje,-180,158,Blue,55.55555556,158
324,Khadis Ibragimov,Ed Herman,-235,195,Blue,Henry Cejudo,Dominick Cruz,-225,185,Red,44.44444444,185
325,Ramazan Emeev,Rocco Martin,-135,115,Blue,Francis Ngannou,Jairzinho Rozenstruik,-265,225,Red,37.73584906,225
326,Shamil Gamzatov,Klidson Abreu,-145,125,Red,Jeremy Stephens,Calvin Kattar,210,-250,Blue,210,40
327,Magomed Ankalaev,Dalcha Lungiambula,-330,270,Red,Greg Hardy,Yorgan De Castro,-200,170,Red,50,170
328,Rustam Khabilov,Sergey Khandozhko,-245,205,Red,Kevin Lee,Charles Oliveira,-145,135,Blue,68.96551724,135
329,Roman Kopylov,Karl Roberson,-145,125,Blue,Demian Maia,Gilbert Burns,160,-170,Blue,160,58.82352941
330,Abubakar Nurmagomedov,David Zawada,-265,225,Blue,Renato Moicano,Damir Hadzovic,-345,315,Red,28.98550725,315
331,Alexander Yakovlev,Roosevelt Roberts,110,-130,Blue,Johnny Walker,Nikita Krylov,-137,127,Blue,72.99270073,127
332,Jessica-Rose Clark,Pannie Kianzad,-105,-115,Blue,Francisco Trinaldo,John Makdessi,-160,150,Red,62.5,150
333,Grigorii Popov,Davey Grant,-150,130,Blue,Jussier Formiga,Brandon Moreno,-150,140,Blue,66.66666667,140
334,Jan Blachowicz,Jacare Souza,-160,140,Red,Amanda Ribas,Randa Markos,-345,315,Red,28.98550725,315
335,Mauricio Rua,Paul Craig,-225,185,Draw,Elizeu Dos Santos,Aleksei Kunchenko,-122,112,Red,81.96721311,112
336,Charles Oliveira,Jared Gordon,-390,320,Red,Mayra Bueno Silva,Maryna Moroz,-140,130,Blue,71.42857143,130
337,Antonio Arroyo,Andre Muniz,105,-125,Blue,Bruno Silva,David Dvorak,-110,100,Blue,90.90909091,100
338,Markus Perez,Wellington Turman,135,-155,Blue,Veronica Macedo,Bea Malecki,-155,145,Blue,64.51612903,145
339,Sergio Moraes,James Krause,170,-200,Blue,Israel Adesanya,Yoel Romero,-260,240,Red,38.46153846,240
340,Ricardo Ramos,Eduardo Garagorri,-430,345,Red,Weili Zhang,Joanna Jedrzejczyk,-185,170,Red,54.05405405,170
341,Francisco Trinaldo,Bobby Green,-155,135,Red,Beneil Dariush,Drakkar Klose,-162,152,Red,61.72839506,152
342,Warlley Alves,Randy Brown,-135,115,Blue,Neil Magny,Li Jingliang,157,-167,Red,157,59.88023952
343,Douglas Silva de Andrade,Renan Barao,-235,195,Red,Alex Oliveira,Max Griffin,-125,115,Red,80,115
344,Ariane Lipski,Isabela De Pauda,-260,220,Red,Sean O'Malley,Jose Quinonez,-330,300,Red,30.3030303,300
345,Vanessa Melo,Tracy Cortez,195,-235,Blue,Mark Madsen,Austin Hubbard,-215,195,Red,46.51162791,195
346,Frankie Edgar,Chan Sung Jung,129,-151,Blue,Rodolfo Vieira,Saparbeg Safarov,-570,480,Red,17.54385965,480
347,Volkan Oezdemir,Aleksandar Rakic,145,-175,Red,Gerald Meerschaert,Deron Winn,125,-135,Red,125,74.07407407
348,Dooho Choi,Charles Jourdain,-280,220,Blue,Jamall Emmers,Giga Chikadze,-170,160,Blue,58.82352941,160
349,Da Un Jung,Mike Rodriguez,-118,-118,Red,Danaa Batgerel,Guido Cannetti,-120,110,Red,83.33333333,110
350, Jun Yong Park,Marc-Andre Barriault,-138,105,Red,Joseph Benavidez,Deiveson Figueiredo,-150,130,Blue,66.66666667,130
351,Kyung Ho Kang,Liu Pingyuan,-275,200,Red,Felicia Spencer,Zarah Fairn,-870,585,Red,11.49425287,585
352,Ciryl Gane,Tanner Boser,-641,484,Red,Ion Cutelaba,Magomed Ankalaev,185,-225,Blue,185,44.44444444
353,Seungwoo Choi,Suman Mokhtarian,-275,200,Red,Megan Anderson,Norma Dumont,-245,205,Red,40.81632653,205
354,Dong Hyun Ma,Omar Antonio Morales Ferrer,150,-200,Blue,Grant Dawson,Darrick Minner,-475,380,Red,21.05263158,380
355,Alexandre Pantoja,Matt Schnell,-181,159,Red,Gabriel Silva,Kyler Phillips,-130,110,Blue,76.92307692,110
356,Raoni Barcelos,Said Nurmagomedov,-151,129,Red,Brendan Allen,Tom Breese,110,-130,Red,110,76.92307692
357,Miranda Granger,Amanda Lemos,-303,234,Blue,Luis Pena,Steve Garcia,-270,230,Red,37.03703704,230
358,Heili Alateng,Ryan Benoit,126,-154,Red,Marcin Tybura,Serghei Spivac,100,-120,Red,100,83.33333333
359,Kamaru Usman,Colby Covington,-190,165,Red,Jordan Griffin,TJ Brown,-135,115,Red,74.07407407,115
360,Max Holloway,Alexander Volkanovski,-200,170,Blue,Aalon Cruz,Spike Carlyle,-190,165,Blue,52.63157895,165
361,Amanda Nunes,Germaine de Randamie,-460,365,Red,Sean Brady,Ismail Naurdiev,105,-125,Red,105,80
362,Marlon Moraes,Jose Aldo,-165,145,Red,Paul Felder,Dan Hooker,130,-150,Blue,130,66.66666667
363,Peter Yan,Urijah Faber,-470,375,Red,Jim Crute,Michal Oleksiejczuk,100,-120,Red,100,83.33333333
364,Geoff Neal,Mike Perry,-300,250,Red,Karolina Kowalkiewicz,Yan Xiaonan,225,-265,Blue,225,37.73584906
365,Ketlen Vieira,Irene Aldana,-240,200,Blue,Ben Sosoli,Marcos Rogerio De Lima,130,-150,Blue,130,66.66666667
366,Ian Heinisch,Omari Akhmedov,-115,-105,Blue,Brad Riddell,Magomed Mustafaev,120,-140,Red,120,71.42857143
367,Matt Brown,Ben Saunders,-355,295,Red,Kevin Aguilar,Zubaira Tukhugov,-115,-105,Blue,86.95652174,95.23809524
368,Chase Hooper,Daniel Teymur,-165,145,Red,Jalin Turner,Joshua Culibao,-210,175,Red,47.61904762,175
369,Brandon Moreno,Kai Kara France,140,-160,Red,Jake Matthews,Emil Meek,-200,170,Red,50,170
370,Jessica Eye,Viviane Araujo,185,-225,Red,Callan Potter,Song Kenan,170,-200,Blue,170,50
371,Punahele Soriano,Oskar Piechota,-125,105,Red,Kai Kara France,Tyson Nam,-260,220,Red,38.46153846,220
372,Alistair Overeem,Jairzinho Rozenstruik,130,-150,Blue,Loma Lookboonmee,Angela Hill,155,-175,Blue,155,57.14285714
373,Marina Rodriguez,Cynthia Calvillo,-150,130,Draw,Priscila Cachoeira,Shana Dobson,180,-220,Red,180,45.45454545
374,Stefan Struve,Ben Rothwell,130,-150,Blue,Francis Ngannou,Junior Dos Santos,-220,180,Red,45.45454545,180
375,Aspen Ladd,Yana Kunitskaya,-210,175,Red,Jussier Formiga,Joseph Benavidez,105,-125,Blue,105,80
376,Cody Stamann,Yadong Song,200,-240,Draw,Demian Maia,Rocco Martin,-190,165,Red,52.63157895,165
377,Rob Font,Ricky Simon,-145,125,Red,Roosevelt Roberts,Vinc Pichel,-245,205,Blue,40.81632653,205
378,Thiago Alves,Tim Means,225,-265,Blue,Drew Dober,Marco Polo Reyes,-430,345,Red,23.25581395,345
379,Billy Quarantillo,Jacob Kilburn,-320,260,Red,Alonzo Menifield,Paul Craig,-350,290,Red,28.57142857,290
380,Bryce Mitchell,Matt Sayles,110,-130,Red,Ricardo Ramos,Journey Newson,-380,315,Red,26.31578947,315
381,Joe Solecki,Matt Wiman,-400,325,Red,Eryk Anders,Vinicius Moreira,-300,250,Red,33.33333333,250
382,Mallory Martin,Virna Jandiroba,215,-255,Red,Jared Gordon,Dan Moret,-350,290,Red,28.57142857,290
383,Makhmud Muradov,Trevor Smith,-500,400,Red,Dalcha Lungiambula,Dequan Townsend,-420,335,Red,23.80952381,335
384,Henry Cejudo,Marlon Moraes,145,-165,Red,Emily Whitmire,Amanda Ribas,-175,155,Blue,57.14285714,155
385,Valentina Shevchenko,Jessica Eye,-1100,700,Red,Maurice Greene,Junior Albini,-125,105,Red,80,105
386,Tony Ferguson,Donald Cerrone,-210,175,Red,Renato Moicano,Chan Sung Jung,-220,180,Blue,45.45454545,180
387,Jimmie Rivera,Petr Yan,300,-360,Blue,Bryan Barberena,Randy Brown,-235,195,Blue,42.55319149,195
388,Tai Tuivasa,Blagoy Ivanov,-160,140,Blue,Andre Ewell,Anderson Dos Santos,-140,120,Red,71.42857143,120
389,Tatiana Suarez,Nina Ansaroff,-750,525,Red,Andrea Lee,Montana De La Rosa,-185,160,Red,54.05405405,160
390,Aljamain Sterling,Pedro Munhoz,-160,140,Red,Kevin Holland,Alessio Di Chirico,-230,190,Red,43.47826087,190
391,Karolina Kowalkiewicz,Alexa Grasso,105,-125,Blue,Dan Ige,Kevin Aguilar,120,-140,Red,120,71.42857143
392,Ricardo Lamas,Calvin Kattar,155,-175,Blue,Ashley Yoder,Syuri Kondo,-140,120,Red,71.42857143,120
393,Yan Xiaonan,Angela Hill,-220,180,Red,Matt Wiman,Luis Pena,315,-380,Blue,315,26.31578947
394,Bevon Lewis,Darren Stewart,-170,150,Blue,Allen Crowder,Jairzinho Rozenstruik,190,-230,Blue,190,43.47826087
395,Eddie Wineland,Grigorii Popov,-155,135,Red,Ariane Lipski,Molly McCann,-255,215,Blue,39.21568627,215
396,Katlyn Chookagian,Joanne Calderwood,-105,-115,Red,Deron Winn,Eric Spicely,-360,300,Red,27.77777778,300
397,Alexander Gustafsson,Anthony Smith,-320,260,Blue,Jon Jones,Thiago Santos,-670,485,Red,14.92537313,485
398,Jimi Manuwa,Aleksandar Rakic,215,-255,Blue,Amanda Nunes,Holly Holm,-360,300,Red,27.77777778,300
399,Makwan Amirkhani,Chris Fishgold,-130,110,Red,Jorge Masvidal,Ben Askren,180,-220,Red,180,45.45454545
400,Damir Hadzovic,Christos Giagos,-165,145,Blue,Jan Blachowicz,Luke Rockhold,220,-260,Red,220,38.46153846
401,Daniel Teymur,Sung Bin Jo,110,-130,Red,Diego Sanchez,Michael Chiesa,315,-380,Blue,315,26.31578947
402,Rostem Akman,Sergey Khandozhko,135,-155,Blue,Gilbert Melendez,Arnold Allen,260,-320,Blue,260,31.25
403,Tonya Evinger,Lina Lansberg,-400,325,Blue,Marlon Vera,Nohelin Hernandez,-470,375,Red,21.27659574,375
404,Stevie Ray,Leonardo Santos,135,-155,Blue,Caludia Gadelha,Randa Markos,-200,170,Red,50,170
405,Nick Hein,Frank Camacho,110,-130,Blue,Alejandro Perez,Song Yadong,185,-225,Blue,185,44.44444444
406,Bea Malecki,Duda Santana,-125,105,Red,Edmen Shahbazyan,Jack Marshman,-570,480,Red,17.54385965,480
407,Darko Stosic,Devin Clark,-110,-110,Blue,Ismail Naurdiev,Chance Rencountre,-570,435,Blue,17.54385965,435
408,Joel Alvarez,Danilo Belluardo,-105,-115,Red,Julia Avila,Pannie Kianzad,-250,210,Red,40,210
409,Rafael Dos Anjos,Kevin Lee,130,-150,Red,Corey Anderson,Jan Blachowicz,-235,195,Blue,42.55319149,195
410,Antonio Carlos Junior,Ian Heinisch,-160,140,Blue,Diego Sanchez,Michel Pereira,135,-155,Red,135,64.51612903
411,Megan Anderson,Felicia Spencer,-220,180,Blue,Montana De La Rosa,Mara Romero Borella,-175,155,Red,57.14285714,155
412,Vicente Luque,Derrick Krantz,-1100,700,Red,Brok Weaver,Kazula Vargas,-270,230,Red,37.03703704,230
413,Charles Oliveira,Nik Lentz,-420,335,Red,Rogerio Bontorin,Ray Borg,130,-150,Blue,130,66.66666667
414,Davi Ramos,Austin Hubbard,-550,425,Red,Lando Vannata,Yancy Medeiros,-120,100,Red,83.33333333,100
415,Aspen Ladd,Sijara Eubanks,-260,220,Red,Tim Means,Daniel Rodriguez,-345,285,Blue,28.98550725,285
416,Desmond Green,Charles Jourdain,-900,600,Red,John Dodson,Nathaniel Wood,130,-150,Red,130,66.66666667
417,Danny Roberts,Michel Pereira,-250,210,Blue,Jim Miller,Scott Holtzman,115,-135,Blue,115,74.07407407
418,Michael Trizano,Grant Dawson,145,-165,Blue,Devin Clark,Dequan Townsend,-400,325,Red,25,325
419,Patrick Cummins,Ed Herman,-260,220,Blue,Casey Kenney,Merab Dvalishvili,150,-170,Blue,150,58.82352941
420,Zak Cummings,Trevin Giles,170,-200,Red,Macy Chiasson,Shanna Young,-800,550,Red,12.5,550
421,Julio Arce,Julian Erosa,-800,550,Red,Mark De La Rosa,Raulian Paiva,205,-245,Blue,205,40.81632653
422,Rose Namajunas,Jessica Andrade,120,-140,Blue,Germaine De Randamie,Aspen Ladd,100,-120,Red,100,83.33333333
423,Jared Cannonier,Anderson Silva,-135,115,Red,Urijah Faber,Ricky Simon,320,-355,Red,320,28.16901408
424,Jose Aldo,Alexander Volkanovski,-145,125,Blue,Josh Emmett,Mirsad Bektic,150,-170,Red,150,58.82352941
425,Thiago Alves,Laureano Staropoli,-125,105,Blue,Karl Roberson,Wellington Turman,-220,180,Red,45.45454545,180
426,Irene Aldana,Bethe Correia,-400,325,Red,Marvin Vettori,Cezar Ferreira,-220,180,Red,45.45454545,180
